DOI,PREFIX,ISSN,type,publisher,title,date,reference-count,alt title,score
10.1037/xge0000620,10.1037,1939-2222,journal-article,American Psychological Association (APA),Journal of Experimental Psychology: General,2020/5/21,0,Co-occurrence and relational information in evaluative learning: A multinomial modeling approach.,3.0544772
10.1210/clinem/dgaa026,10.1210,0021-972X,journal-article,The Endocrine Society,The Journal of Clinical Endocrinology & Metabolism,2020/8/6,38,Relationship of Body Mass Index and Waist Circumference With Risk of New-Onset Proteinuria in Hypertensive Patients,2.7626417
10.3390/ijgi9010021,10.3390,2220-9964,journal-article,MDPI AG,ISPRS International Journal of Geo-Information,2020/1/20,56,Efficient Estimation of Biomass from Residual Agroforestry,4.4303546
10.21608/ejss.2020.19523.1325,10.21608,2357-0369,journal-article,Egypts Presidential Specialized Council for Education and Scientific Research,Egyptian Journal of Soil Science,2020/1/14,0,Land evaluation for crop production in the Banger El-Sokkar region of Egypt using a geographic information system and ALES-arid model,3.0544772
10.18576/isl/090105,10.18576,2090-9551,journal-article,Natural Sciences Publishing,Information Sciences Letters,2020/4/2,0,Needs and Importance of Reliability Prediction: An Industrial Perspective,4.4303546
10.1002/bimj.201900268,10.1002,0323-3847,journal-article,Wiley,Biometrical Journal,2020/7/2,35,Population size estimation with interval censored counts and external information: Prevalence of multiple sclerosis in Rome,3.8240283
10.1093/hmg/ddz320,10.1093,0964-6906,journal-article,Oxford University Press (OUP),Human Molecular Genetics,2020/4/30,82,Disruption of a RAC1-centred network is associated with Alzheimer’s disease pathology and causes age-dependent neurodegeneration,2.1288822
10.1080/02681102.2019.1701969,10.1080,0268-1102,journal-article,Informa UK Limited,Information Technology for Development,2020/4/22,145,Contextual facilitators and barriers influencing the continued use of mobile payment services in a developing country: insights from adopters in India,4.561547
10.1080/17517575.2020.1712746,10.1080,1751-7575,journal-article,Informa UK Limited,Enterprise Information Systems,2020/1/10,45,A secure authenticated and key exchange scheme for fog computing,5.3682075
10.1007/978-3-030-37873-8_9,10.1007,1865-0929,book-chapter,Springer International Publishing,Communications in Computer and Information Science,2020/1/3,51,A Framework for Multi-level Modeling of Analog/Mixed Signal Embedded Systems,3.0544772
10.1080/01431161.2019.1711242,10.1080,0143-1161,journal-article,Informa UK Limited,International Journal of Remote Sensing,2020/12/29,37,Unsupervised band selection based on weighted information entropy and 3D discrete cosine transform for hyperspectral image classification,3.0544772
10.1007/s40558-020-00170-6,10.1007,1098-3058,journal-article,Springer Science and Business Media LLC,Information Technology & Tourism,2021/1/28,60,Mining trips from location-based social networks for clustering travelers and destinations,3.8240283
10.1021/acs.jcim.9b00994,10.1021,1549-9596,journal-article,American Chemical Society (ACS),Journal of Chemical Information and Modeling,2020/4/7,73,PiNN: A Python Library for Building Atomic Neural Networks of Molecules and Materials,2.6081603
10.1080/22221751.2020.1718554,10.1080,2222-1751,journal-article,Informa UK Limited,Emerging Microbes & Infections,2021/2/1,28,Incorporation of information diffusion model for enhancing analyses in HIV molecular surveillance,2.6081603
10.1007/s10639-019-10092-4,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/2,33,Fresh perspectives on TPACK: pre-service teachers’ own appraisal of their challenging and confident TPACK areas,3.0544772
10.1007/s10639-020-10106-6,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/14,54,Self-reported TPACK of teacher educators across six countries in Asia and Europe,2.6081603
10.3389/fgene.2019.01294,10.3389,1664-8021,journal-article,Frontiers Media SA,Frontiers in Genetics,2020/1/24,16,Enhancing Hybrid Prediction in Pearl Millet Using Genomic and/or Multi-Environment Phenotypic Information of Inbreds,3.0544772
10.1080/15614263.2020.1722665,10.1080,1561-4263,journal-article,Informa UK Limited,Police Practice and Research,2021/2/1,74,The construction and shaping of protesters’ perceptions of police legitimacy: a thematic approach to police information and intelligence gathering,3.0544772
10.1186/s43067-019-0009-9,10.1186,2314-7172,journal-article,Springer Science and Business Media LLC,Journal of Electrical Systems and Information Technology,2021/1/21,17,Type-2 fuzzy self-tuning of modified fractional-order PID based on Takagi–Sugeno method,3.0544772
10.1103/physrevlett.124.027002,10.1103,0031-9007,journal-article,American Physical Society (APS),Physical Review Letters,2020/1/17,64,"Exploring High Transition Temperature Superconductivity in a Freestanding or 
SrTiO3
-Supported CoSb Monolayer",2.6081603
10.1007/978-3-030-39512-4_180,10.1007,2194-5357,book-chapter,Springer International Publishing,Advances in Intelligent Systems and Computing,2020/4/2,9,Consumer’s Information Privacy and Security Concerns and Use of Intelligent Technology,2.6081603
10.1088/1674-1056/ab5780,10.1088,1674-1056,journal-article,IOP Publishing,Chinese Physics B,2020/3/5,32,Noise properties of multi-combination information in x-ray grating-based phase-contrast imaging,3.0544772
10.3390/info11020066,10.3390,2078-2489,journal-article,MDPI AG,Information,2020/3/2,77,Formal Ontologies in Information Systems Development: A Systematic Review,6.6989026
10.3390/ijgi9010046,10.3390,2220-9964,journal-article,MDPI AG,ISPRS International Journal of Geo-Information,2020/4/3,32,An Efficient Staged Evacuation Planning Algorithm Applied to Multi-Exit Buildings,3.0544772
10.1007/s40843-019-1230-4,10.1007,2095-8226,journal-article,Springer Science and Business Media LLC,Science China Materials,2021/1/13,58,"Reversible multiplexing for optical information recording, erasing, and reading-out in photochromic BaMgSiO4:Bi3+ luminescence ceramics",3.0544772
10.1080/10095020.2019.1710438,10.1080,1009-5020,journal-article,Informa UK Limited,Geo-spatial Information Science,2020/12/23,77,Assessing environmental impacts of urban growth using remote sensing,5.3682075
10.1080/03610926.2020.1713375,10.1080,0361-0926,journal-article,Informa UK Limited,Communications in Statistics - Theory and Methods,2020/1/20,27,Some improved and alternative imputation methods for finite population mean in presence of missing information,3.0544772
10.1007/jhep01(2020)031,10.1007,1029-8479,journal-article,Springer Science and Business Media LLC,Journal of High Energy Physics,2021/1/6,110,Quantum vs. classical information: operator negativity as a probe of scrambling,3.8240283
10.1007/978-3-030-38889-8_12,10.1007,1865-0929,book-chapter,Springer International Publishing,Smart Cities,2020/6/12,26,Short Term Load Forecasting of Industrial Electricity Using Machine Learning,3.0544772
10.1177/0271121419894623,10.1177,0271-1214,journal-article,SAGE Publications,Topics in Early Childhood Special Education,2020/6/23,55,Systematic Review of English Early Literacy Interventions for Children Who Are Dual Language Learners,5.478995
10.1002/ange.201914088,10.1002,0044-8249,journal-article,Wiley,Angewandte Chemie,2020/10/28,28,Highly Efficient and Reversible Covalent Patterning of Graphene: 2D‐Management of Chemical Information,3.0544772
10.1111/jcmm.14442,10.1111,1582-1838,journal-article,Wiley,Journal of Cellular and Molecular Medicine,2021/2/3,0,Issue Information,4.4303546
10.22271/09746315.2020.v16.i3.1375,10.22271,0974-6315,journal-article,AkiNik Publications,Journal of Crop and Weed,2021/2/3,0,Information management behaviour of shrimp farmers in West Bengal,3.8240283
10.1080/01900692.2020.1722165,10.1080,0190-0692,journal-article,Informa UK Limited,International Journal of Public Administration,2021/2/3,48,A Critical Analysis of the Impacts of Financial Literacy and NPM on Village Funds Initiative in Indonesia,5.478995
10.1142/s0219749919410156,10.1142,0219-7499,journal-article,World Scientific Pub Co Pte Lt,International Journal of Quantum Information,2020/4/15,31,Resolution limits of spatial mode demultiplexing with noisy detection,3.8240283
10.1021/acs.jcim.9b00713,10.1021,1549-9596,journal-article,American Chemical Society (ACS),Journal of Chemical Information and Modeling,2021/1/24,34,Image Based Liver Toxicity Prediction,3.8240283
10.3386/w26682,10.3386,n/a,report,National Bureau of Economic Research,n/a,2021/2/4,0,"Inequality, Information Failures, and Air Pollution",5.2595572
10.1021/acs.jcim.9b01040,10.1021,1549-9596,journal-article,American Chemical Society (ACS),Journal of Chemical Information and Modeling,2020/4/7,45,Exploring Methamphetamine Nonenantioselectively Targeting Toll-like Receptor 4/Myeloid Differentiation Protein 2 by in Silico Simulations and Wet-Lab Techniques,2.1288822
10.15294/ibarj.v4i1.118,10.15294,2549-0303,journal-article,Universitas Negeri Semarang,International Business and Accounting Research Journal,2020/8/3,0,The Effect of Financial Literacy on Investment Decision Making in Southern Lebanon,6.859384
10.24198/jaab.v3i1.25351,10.24198,2614-3844,journal-article,Universitas Padjadjaran,Journal of Accounting Auditing and Business,2021/2/4,0,Successful Implementation of Information Systems in Public Sector Organizations,4.4303546
10.24198/jaab.v3i1.25605,10.24198,2614-3844,journal-article,Universitas Padjadjaran,Journal of Accounting Auditing and Business,2021/2/4,0,The Quality of Local Government Financial Statements and The Use of Financial Information in Decision Making,3.8240283
10.1002/jaal.1034,10.1002,1081-3004,journal-article,Wiley,Journal of Adolescent & Adult Literacy,2020/5/4,26,“How Emotional Do I Make It?”: Making a Stance in Multimodal Compositions,5.478995
10.1007/978-981-15-0694-9_5,10.1007,2367-3370,book-chapter,Springer Singapore,Advances in Data and Information Sciences,2020/1/3,31,"Security Threats, Attacks, and Possible Countermeasures in Internet of Things",3.0544772
10.1016/j.eurpsy.2018.09.005,10.1017,0924-9338,journal-article,Cambridge University Press (CUP),European Psychiatry,2020/1/10,46,The preferences of potential stakeholders in psychiatric genomic research regarding consent procedures and information delivery,2.6081603
10.1007/s10115-019-01429-z,10.1007,0219-1377,journal-article,Springer Science and Business Media LLC,Knowledge and Information Systems,2021/1/8,137,A survey of recent methods on deriving topics from Twitter: algorithm to evaluation,3.0544772
10.1007/s10639-019-10094-2,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/3,67,An empirical examination of continuous intention to use m-learning: An integrated model,3.8240283
10.3390/ijerph17020671,10.3390,1660-4601,journal-article,MDPI AG,International Journal of Environmental Research and Public Health,2020/1/21,61,Health Literacy is Associated with Health Behaviors in Students from Vocational Education and Training Schools: A Danish Population-Based Survey,5.478995
10.1103/physrevlett.124.013605,10.1103,0031-9007,journal-article,American Physical Society (APS),Physical Review Letters,2020/1/9,84,Detector-Agnostic Phase-Space Distributions,3.4435878
10.3390/ijgi9020075,10.3390,2220-9964,journal-article,MDPI AG,ISPRS International Journal of Geo-Information,2020/2/28,45,PalmitoAR: The Last Battle of the U.S. Civil War Reenacted Using Augmented Reality,3.0544772
